Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
23/11/2019,2019,Derby,Preston,1,0,H,1,0,H,T Robinson,13,12,4,2,15,9,6,3,0,2,0,0,20191123,English Second
23/11/2019,2019,Huddersfield,Birmingham,1,1,D,0,0,D,K Stroud,17,10,6,2,9,16,5,2,1,1,0,0,20191123,English Second
23/11/2019,2019,Luton,Leeds,1,2,A,0,0,D,J Brooks,11,21,5,12,7,11,4,8,0,1,0,0,20191123,English Second
23/11/2019,2019,Stoke,Wigan,2,1,H,0,1,A,G Eltringham,16,10,4,2,13,20,3,5,3,2,0,0,20191123,English Second
23/11/2019,2019,Swansea,Millwall,0,1,A,0,0,D,A Davies,10,13,4,5,14,10,4,3,1,2,0,0,20191123,English Second
23/11/2019,2019,West Brom,Sheffield Weds,2,1,H,1,0,H,T Harrington,9,15,3,2,10,20,6,8,1,3,0,1,20191123,English Second
24/11/2019,2019,Middlesbrough,Hull,2,2,D,2,0,H,J Simpson,10,12,5,4,10,16,3,9,2,1,1,0,20191124,English Second
26/11/2019,2019,Cardiff,Stoke,1,0,H,1,0,H,G Ward,7,12,3,1,11,9,2,4,1,1,0,0,20191126,English Second
26/11/2019,2019,Fulham,Derby,3,0,H,2,0,H,A Woolmer,17,8,8,0,9,11,6,3,1,2,0,0,20191126,English Second
26/11/2019,2019,Huddersfield,Swansea,1,1,D,1,1,D,J Gillett,14,6,5,2,14,11,11,6,3,2,1,0,20191126,English Second
26/11/2019,2019,Luton,Charlton,2,1,H,1,1,D,D England,16,10,4,2,9,11,5,9,3,1,0,0,20191126,English Second
26/11/2019,2019,Millwall,Wigan,2,2,D,1,1,D,D Whitestone,9,14,5,7,7,13,7,5,2,1,0,0,20191126,English Second
26/11/2019,2019,Reading,Leeds,0,1,A,0,0,D,D Bond,8,16,2,2,12,12,7,11,1,1,0,0,20191126,English Second
27/11/2019,2019,Blackburn,Brentford,1,0,H,1,0,H,M Donohue,7,16,4,4,15,14,4,4,2,1,0,0,20191127,English Second
27/11/2019,2019,Hull,Preston,4,0,H,1,0,H,J Moss,21,13,10,4,11,9,4,8,1,1,0,0,20191127,English Second
27/11/2019,2019,Middlesbrough,Barnsley,1,0,H,0,0,D,O Langford,12,14,5,2,9,13,8,3,3,0,0,0,20191127,English Second
27/11/2019,2019,QPR,Nott'm Forest,0,4,A,0,1,A,S Martin,11,14,4,8,11,8,5,6,1,2,1,0,20191127,English Second
27/11/2019,2019,Sheffield Weds,Birmingham,1,1,D,0,0,D,P Bankes,24,7,5,2,7,10,12,1,1,3,0,0,20191127,English Second
27/11/2019,2019,West Brom,Bristol City,4,1,H,2,0,H,G Eltringham,15,9,7,1,12,11,4,4,0,2,0,0,20191127,English Second
29/11/2019,2019,Swansea,Fulham,1,2,A,0,2,A,S Hooper,18,10,7,4,12,18,6,0,0,1,0,0,20191129,English Second
30/11/2019,2019,Charlton,Sheffield Weds,1,3,A,1,1,D,T Robinson,8,18,2,8,9,12,1,7,2,2,0,0,20191130,English Second
30/11/2019,2019,Barnsley,Hull,3,1,H,1,0,H,J Brooks,11,6,5,1,9,15,6,6,0,1,0,0,20191130,English Second
30/11/2019,2019,Birmingham,Millwall,1,1,D,0,0,D,A Woolmer,10,11,3,5,13,11,5,3,0,0,0,0,20191130,English Second
30/11/2019,2019,Brentford,Luton,7,0,H,5,0,H,T Harrington,21,4,12,1,7,10,9,3,0,0,0,0,20191130,English Second
30/11/2019,2019,Bristol City,Huddersfield,5,2,H,4,1,H,D England,12,11,8,5,6,11,4,4,0,1,0,0,20191130,English Second
30/11/2019,2019,Derby,QPR,1,1,D,1,1,D,D Webb,13,13,4,2,10,14,8,9,1,3,0,0,20191130,English Second
30/11/2019,2019,Leeds,Middlesbrough,4,0,H,2,0,H,K Stroud,16,7,10,1,11,19,4,1,2,3,0,0,20191130,English Second
30/11/2019,2019,Nott'm Forest,Cardiff,0,1,A,0,1,A,R Jones,32,10,2,4,12,14,9,1,0,1,0,0,20191130,English Second
30/11/2019,2019,Stoke,Blackburn,1,2,A,0,1,A,K Friend,16,6,4,5,9,5,6,2,0,0,0,0,20191130,English Second
30/11/2019,2019,Wigan,Reading,1,3,A,1,0,H,J Simpson,9,21,7,5,15,11,4,3,2,2,0,0,20191130,English Second
02/12/2019,2019,Preston,West Brom,0,1,A,0,0,D,O Langford,7,11,2,4,10,10,4,9,0,1,0,0,20191202,English Second
06/12/2019,2019,Millwall,Nott'm Forest,2,2,D,1,0,H,J Brooks,16,10,5,5,10,9,10,2,1,2,0,0,20191206,English Second
07/12/2019,2019,Huddersfield,Leeds,0,2,A,0,0,D,G Ward,10,14,3,4,10,15,7,5,2,3,0,0,20191207,English Second
07/12/2019,2019,Blackburn,Derby,1,0,H,0,0,D,O Langford,11,13,3,1,9,13,7,3,1,1,0,0,20191207,English Second
07/12/2019,2019,Cardiff,Barnsley,3,2,H,1,1,D,P Tierney,11,14,2,2,10,18,8,5,1,5,0,0,20191207,English Second
07/12/2019,2019,Fulham,Bristol City,1,2,A,0,1,A,J Simpson,21,12,5,3,15,6,8,2,6,2,0,0,20191207,English Second
07/12/2019,2019,Hull,Stoke,2,1,H,0,1,A,D Bond,23,6,6,4,12,7,7,4,0,0,0,0,20191207,English Second
07/12/2019,2019,Luton,Wigan,2,1,H,0,1,A,A Madley,18,11,5,1,9,18,8,3,1,2,0,1,20191207,English Second
07/12/2019,2019,Middlesbrough,Charlton,1,0,H,1,0,H,S Martin,23,5,3,2,15,20,4,5,1,3,0,0,20191207,English Second
07/12/2019,2019,QPR,Preston,2,0,H,1,0,H,A Davies,11,8,6,3,14,19,2,2,2,2,0,0,20191207,English Second
07/12/2019,2019,Reading,Birmingham,2,3,A,1,1,D,T Robinson,14,16,4,5,19,7,8,5,1,1,0,0,20191207,English Second
07/12/2019,2019,Sheffield Weds,Brentford,2,1,H,0,1,A,D Whitestone,12,12,3,2,10,7,5,7,1,2,0,0,20191207,English Second
08/12/2019,2019,West Brom,Swansea,5,1,H,3,1,H,K Stroud,19,11,9,4,15,11,7,7,1,2,0,0,20191208,English Second
10/12/2019,2019,Bristol City,Millwall,1,2,A,0,1,A,G Ward,10,14,5,3,6,14,6,4,0,0,0,0,20191210,English Second
10/12/2019,2019,Charlton,Huddersfield,0,1,A,0,0,D,G Scott,6,15,0,5,16,15,1,6,3,2,0,0,20191210,English Second
10/12/2019,2019,Leeds,Hull,2,0,H,0,0,D,D Webb,12,11,2,2,8,11,5,5,2,1,0,0,20191210,English Second
10/12/2019,2019,Nott'm Forest,Middlesbrough,1,1,D,0,0,D,A Woolmer,9,9,3,3,13,20,10,1,4,2,0,0,20191210,English Second
10/12/2019,2019,Preston,Fulham,2,1,H,1,0,H,K Stroud,19,15,7,1,13,12,6,5,4,1,1,1,20191210,English Second
10/12/2019,2019,Stoke,Luton,3,0,H,2,0,H,J Gillett,15,4,8,1,16,10,7,4,1,2,0,0,20191210,English Second
11/12/2019,2019,Barnsley,Reading,1,1,D,0,0,D,M Donohue,21,14,8,6,11,17,7,5,2,1,0,0,20191211,English Second
11/12/2019,2019,Birmingham,QPR,0,2,A,0,1,A,D Bond,16,6,2,2,15,15,9,0,2,2,0,0,20191211,English Second
11/12/2019,2019,Brentford,Cardiff,2,1,H,1,0,H,J Brooks,16,10,5,3,13,11,6,9,2,2,0,0,20191211,English Second
11/12/2019,2019,Derby,Sheffield Weds,1,1,D,0,1,A,S Martin,11,12,2,3,12,14,5,12,3,3,0,1,20191211,English Second
11/12/2019,2019,Swansea,Blackburn,1,1,D,1,1,D,J Simpson,14,8,3,2,11,11,12,3,0,0,1,1,20191211,English Second
11/12/2019,2019,Wigan,West Brom,1,1,D,0,0,D,A Davies,14,6,5,2,14,14,4,3,1,2,0,0,20191211,English Second
13/12/2019,2019,Charlton,Hull,2,2,D,1,0,H,A Davies,5,15,2,5,7,11,4,9,2,2,0,0,20191213,English Second
14/12/2019,2019,Birmingham,West Brom,2,3,A,1,1,D,D England,16,9,6,3,11,12,7,2,2,2,0,0,20191214,English Second
14/12/2019,2019,Barnsley,QPR,5,3,H,2,1,H,K Stroud,13,12,7,6,9,14,3,2,4,3,0,0,20191214,English Second
14/12/2019,2019,Brentford,Fulham,1,0,H,1,0,H,O Langford,23,11,7,2,6,13,10,3,1,1,0,0,20191214,English Second
14/12/2019,2019,Bristol City,Blackburn,0,2,A,0,1,A,J Brooks,6,8,1,5,16,16,5,5,1,2,0,0,20191214,English Second
14/12/2019,2019,Derby,Millwall,0,1,A,0,1,A,C Kavanagh,11,7,1,2,13,9,9,3,1,2,0,0,20191214,English Second
14/12/2019,2019,Leeds,Cardiff,3,3,D,2,0,H,T Harrington,25,10,8,3,5,17,14,3,1,1,0,1,20191214,English Second
14/12/2019,2019,Nott'm Forest,Sheffield Weds,0,4,A,0,4,A,J Linington,9,13,3,6,6,12,4,4,0,0,0,0,20191214,English Second
14/12/2019,2019,Preston,Luton,2,1,H,1,1,D,G Ward,11,10,3,3,13,16,6,5,0,3,0,0,20191214,English Second
14/12/2019,2019,Stoke,Reading,0,0,D,0,0,D,L Mason,11,3,0,0,12,12,1,4,1,3,0,0,20191214,English Second
14/12/2019,2019,Swansea,Middlesbrough,3,1,H,1,0,H,D Whitestone,10,8,7,3,13,19,6,6,2,1,0,2,20191214,English Second
14/12/2019,2019,Wigan,Huddersfield,1,1,D,1,0,H,S Martin,7,4,2,4,13,20,3,2,1,2,0,0,20191214,English Second
20/12/2019,2019,Middlesbrough,Stoke,2,1,H,0,0,D,O Langford,7,12,4,3,15,15,4,2,2,4,0,0,20191220,English Second
21/12/2019,2019,Cardiff,Preston,0,0,D,0,0,D,J Simpson,3,16,1,3,11,11,1,3,1,2,0,0,20191221,English Second
21/12/2019,2019,Fulham,Leeds,2,1,H,1,0,H,T Robinson,7,15,3,7,15,15,4,7,3,4,0,0,20191221,English Second
21/12/2019,2019,Huddersfield,Nott'm Forest,2,1,H,1,0,H,A Davies,13,15,5,5,5,10,5,9,3,3,0,0,20191221,English Second
21/12/2019,2019,Hull,Birmingham,3,0,H,1,0,H,A Backhouse,14,12,6,2,6,8,9,6,2,2,0,0,20191221,English Second
21/12/2019,2019,Luton,Swansea,0,1,A,0,0,D,D Webb,14,20,1,4,6,12,4,8,1,2,0,0,20191221,English Second
21/12/2019,2019,Millwall,Barnsley,1,2,A,0,1,A,J Gillett,16,13,1,6,10,17,8,3,2,4,0,0,20191221,English Second
21/12/2019,2019,QPR,Charlton,2,2,D,1,0,H,M Donohue,21,11,9,4,13,14,9,8,3,4,0,0,20191221,English Second
21/12/2019,2019,Reading,Derby,3,0,H,1,0,H,M Salisbury,14,16,7,6,8,17,6,6,2,7,0,1,20191221,English Second
21/12/2019,2019,West Brom,Brentford,1,1,D,1,1,D,D Bond,12,15,4,3,13,3,6,7,2,1,0,0,20191221,English Second
22/12/2019,2019,Sheffield Weds,Bristol City,1,0,H,0,0,D,T Harrington,15,3,6,1,14,14,8,1,1,3,0,0,20191222,English Second
23/12/2019,2019,Blackburn,Wigan,0,0,D,0,0,D,G Ward,10,12,4,4,12,14,7,5,1,2,0,0,20191223,English Second
26/12/2019,2019,Barnsley,West Brom,1,1,D,0,1,A,T Harrington,22,7,8,2,8,15,6,2,1,3,0,0,20191226,English Second
26/12/2019,2019,Blackburn,Birmingham,1,1,D,0,0,D,R Jones,11,13,3,3,16,23,3,2,3,3,0,0,20191226,English Second
26/12/2019,2019,Brentford,Swansea,3,1,H,2,0,H,A Woolmer,19,16,4,4,8,12,7,2,0,2,0,0,20191226,English Second
26/12/2019,2019,Cardiff,Millwall,1,1,D,0,0,D,D Webb,13,7,5,3,12,8,5,8,0,0,0,0,20191226,English Second
26/12/2019,2019,Charlton,Bristol City,3,2,H,1,0,H,K Stroud,14,12,6,4,11,14,6,10,3,1,0,0,20191226,English Second
26/12/2019,2019,Hull,Nott'm Forest,0,2,A,0,1,A,G Eltringham,10,10,1,4,14,16,6,2,4,2,0,0,20191226,English Second
26/12/2019,2019,Luton,Fulham,3,3,D,2,1,H,D Whitestone,10,19,3,12,9,11,6,8,0,0,0,0,20191226,English Second
26/12/2019,2019,Middlesbrough,Huddersfield,1,0,H,1,0,H,D England,14,8,3,3,12,7,5,4,3,4,0,0,20191226,English Second
26/12/2019,2019,Stoke,Sheffield Weds,3,2,H,1,0,H,J Brooks,17,4,8,3,6,25,8,2,0,2,0,0,20191226,English Second
26/12/2019,2019,Wigan,Derby,1,1,D,0,0,D,J Gillett,11,7,4,3,12,22,10,2,1,3,0,0,20191226,English Second
26/12/2019,2019,Leeds,Preston,1,1,D,0,1,A,D Bond,17,12,4,2,11,22,12,4,3,4,0,0,20191226,English Second
26/12/2019,2019,Reading,QPR,1,0,H,0,0,D,J Linington,13,16,4,4,11,15,7,6,1,0,0,0,20191226,English Second
29/12/2019,2019,Birmingham,Leeds,4,5,A,1,2,A,K Stroud,15,11,4,5,10,11,7,9,5,3,0,0,20191229,English Second
29/12/2019,2019,Bristol City,Luton,3,0,H,2,0,H,O Langford,14,9,8,1,13,17,5,4,1,4,0,0,20191229,English Second
29/12/2019,2019,Fulham,Stoke,1,0,H,1,0,H,A Davies,10,11,5,6,11,14,5,3,2,3,0,0,20191229,English Second
29/12/2019,2019,Huddersfield,Blackburn,2,1,H,1,1,D,A Woolmer,17,10,4,3,15,13,7,3,2,1,0,0,20191229,English Second
29/12/2019,2019,Millwall,Brentford,1,0,H,1,0,H,R Jones,8,6,2,2,9,8,4,5,3,1,0,0,20191229,English Second
29/12/2019,2019,Nott'm Forest,Wigan,1,0,H,0,0,D,M Donohue,9,14,2,4,15,14,2,13,0,2,0,0,20191229,English Second
29/12/2019,2019,Preston,Reading,0,2,A,0,2,A,J Gillett,21,12,5,3,12,5,8,1,0,0,0,0,20191229,English Second
29/12/2019,2019,QPR,Hull,1,2,A,1,1,D,G Ward,13,5,4,3,10,15,7,0,0,2,0,0,20191229,English Second
29/12/2019,2019,Sheffield Weds,Cardiff,1,2,A,1,2,A,T Robinson,18,9,3,3,10,13,8,0,1,2,0,0,20191229,English Second
29/12/2019,2019,Swansea,Barnsley,0,0,D,0,0,D,A Coggins,11,12,5,1,17,12,7,3,1,4,0,0,20191229,English Second
29/12/2019,2019,West Brom,Middlesbrough,0,2,A,0,1,A,G Eltringham,11,15,5,10,16,12,5,12,4,3,0,0,20191229,English Second
30/12/2019,2019,Derby,Charlton,2,1,H,1,0,H,J Simpson,12,11,7,5,5,21,5,2,1,5,1,0,20191230,English Second
01/01/2020,2019,Millwall,Luton,3,1,H,0,1,A,S Martin,20,6,7,4,10,13,5,1,0,0,0,0,20200101,English Second
01/01/2020,2019,Birmingham,Wigan,2,3,A,1,1,D,D Webb,13,10,5,7,17,13,3,11,0,2,0,0,20200101,English Second
01/01/2020,2019,Bristol City,Brentford,0,4,A,0,2,A,M Donohue,6,16,2,8,6,13,2,5,2,2,1,0,20200101,English Second
01/01/2020,2019,Fulham,Reading,1,2,A,0,1,A,G Eltringham,20,11,6,3,15,11,9,2,4,3,0,0,20200101,English Second
01/01/2020,2019,Huddersfield,Stoke,2,5,A,0,1,A,J Linington,6,15,3,6,10,19,5,5,5,2,0,0,20200101,English Second
01/01/2020,2019,Nott'm Forest,Blackburn,3,2,H,2,1,H,D Bond,10,11,5,3,17,9,6,5,1,1,0,0,20200101,English Second
01/01/2020,2019,Preston,Middlesbrough,0,2,A,0,1,A,J Brooks,11,18,2,5,4,18,6,3,0,2,0,0,20200101,English Second
01/01/2020,2019,QPR,Cardiff,6,1,H,3,0,H,D England,14,12,7,2,9,10,4,10,2,1,0,0,20200101,English Second
01/01/2020,2019,Sheffield Weds,Hull,0,1,A,0,0,D,J Simpson,12,9,5,3,14,15,1,2,2,1,0,0,20200101,English Second
01/01/2020,2019,West Brom,Leeds,1,1,D,1,0,H,R Jones,13,10,6,2,18,13,8,9,2,3,0,0,20200101,English Second
02/01/2020,2019,Derby,Barnsley,2,1,H,1,0,H,D Whitestone,15,14,4,4,8,11,5,6,1,0,0,0,20200102,English Second
02/01/2020,2019,Swansea,Charlton,1,0,H,1,0,H,P Bankes,14,7,3,5,8,9,7,5,1,3,0,0,20200102,English Second
11/01/2020,2019,Brentford,QPR,3,1,H,3,0,H,J Brooks,14,4,6,2,8,17,8,0,0,5,0,0,20200111,English Second
11/01/2020,2019,Barnsley,Huddersfield,2,1,H,1,0,H,S Hooper,7,10,2,2,13,22,4,4,2,5,0,0,20200111,English Second
11/01/2020,2019,Blackburn,Preston,1,1,D,1,1,D,J Linington,14,9,4,2,10,12,6,2,2,0,0,0,20200111,English Second
11/01/2020,2019,Charlton,West Brom,2,2,D,1,1,D,J Gillett,7,19,2,5,10,14,5,5,2,6,0,0,20200111,English Second
11/01/2020,2019,Hull,Fulham,0,1,A,0,1,A,M Donohue,9,4,2,1,12,10,2,2,1,4,0,0,20200111,English Second
11/01/2020,2019,Leeds,Sheffield Weds,0,2,A,0,0,D,O Langford,14,10,5,2,8,16,7,5,1,2,0,0,20200111,English Second
11/01/2020,2019,Luton,Birmingham,1,2,A,0,1,A,G Scott,9,10,2,7,7,20,5,5,1,3,0,1,20200111,English Second
11/01/2020,2019,Middlesbrough,Derby,2,2,D,1,0,H,T Robinson,15,7,5,3,11,13,5,2,1,2,0,0,20200111,English Second
11/01/2020,2019,Reading,Nott'm Forest,1,1,D,0,0,D,D Whitestone,17,13,3,3,10,19,10,9,4,2,0,0,20200111,English Second
11/01/2020,2019,Stoke,Millwall,0,0,D,0,0,D,J Simpson,9,5,2,3,9,10,6,3,1,1,0,1,20200111,English Second
11/01/2020,2019,Wigan,Bristol City,0,2,A,0,0,D,S Martin,17,6,7,3,9,10,5,6,1,1,0,0,20200111,English Second
12/01/2020,2019,Cardiff,Swansea,0,0,D,0,0,D,T Harrington,14,12,3,1,16,11,4,8,4,2,0,0,20200112,English Second
17/01/2020,2019,Fulham,Middlesbrough,1,0,H,1,0,H,D Webb,17,8,6,0,10,6,3,8,1,1,0,0,20200117,English Second
18/01/2020,2019,QPR,Leeds,1,0,H,1,0,H,P Bankes,9,17,2,3,17,11,4,11,4,3,0,1,20200118,English Second
18/01/2020,2019,Birmingham,Cardiff,1,1,D,1,0,H,A Davies,14,6,3,2,11,10,8,6,1,3,0,0,20200118,English Second
18/01/2020,2019,Bristol City,Barnsley,1,0,H,0,0,D,D Bond,10,16,2,3,8,14,9,5,1,2,0,0,20200118,English Second
18/01/2020,2019,Derby,Hull,1,0,H,0,0,D,A Woolmer,12,9,2,1,12,12,5,5,3,0,0,0,20200118,English Second
18/01/2020,2019,Huddersfield,Brentford,0,0,D,0,0,D,O Langford,6,11,1,3,12,8,6,4,1,0,0,0,20200118,English Second
18/01/2020,2019,Millwall,Reading,2,0,H,0,0,D,K Stroud,22,8,8,0,12,9,10,1,1,3,0,0,20200118,English Second
18/01/2020,2019,Preston,Charlton,2,1,H,1,1,D,D Whitestone,14,6,8,2,7,6,3,4,1,0,0,0,20200118,English Second
18/01/2020,2019,Sheffield Weds,Blackburn,0,5,A,0,3,A,J Gillett,4,15,1,9,14,11,1,5,1,1,1,0,20200118,English Second
18/01/2020,2019,Swansea,Wigan,2,1,H,1,1,D,J Linington,13,12,3,2,8,14,6,5,0,1,0,0,20200118,English Second
19/01/2020,2019,Nott'm Forest,Luton,3,1,H,1,1,D,T Harrington,22,8,5,2,11,19,12,2,0,3,0,0,20200119,English Second
20/01/2020,2019,West Brom,Stoke,0,1,A,0,1,A,T Robinson,16,4,2,2,10,18,7,1,1,3,0,0,20200120,English Second
21/01/2020,2019,Barnsley,Preston,0,3,A,0,3,A,J Simpson,10,14,3,3,17,10,7,1,1,1,0,0,20200121,English Second
21/01/2020,2019,Middlesbrough,Birmingham,1,1,D,0,1,A,A Woolmer,16,11,2,4,10,11,7,5,0,1,0,0,20200121,English Second
22/01/2020,2019,Charlton,Fulham,0,0,D,0,0,D,S Martin,4,11,1,4,7,13,6,6,1,1,0,0,20200122,English Second
22/01/2020,2019,Nott'm Forest,Reading,1,1,D,0,0,D,D Webb,15,12,4,4,11,12,5,4,1,2,0,0,20200122,English Second
25/01/2020,2019,Stoke,Swansea,2,0,H,0,0,D,G Ward,16,11,5,3,11,7,1,11,0,2,0,0,20200125,English Second
28/01/2020,2019,Blackburn,QPR,2,1,H,2,1,H,D Bond,12,9,6,4,7,10,6,2,1,3,0,0,20200128,English Second
28/01/2020,2019,Brentford,Nott'm Forest,0,1,A,0,1,A,T Robinson,13,8,3,2,12,11,10,6,1,1,0,0,20200128,English Second
28/01/2020,2019,Cardiff,West Brom,2,1,H,0,0,D,R Jones,10,16,5,3,16,11,1,7,1,0,0,0,20200128,English Second
28/01/2020,2019,Hull,Huddersfield,1,2,A,0,1,A,S Martin,20,14,5,4,8,10,8,7,0,1,0,0,20200128,English Second
28/01/2020,2019,Leeds,Millwall,3,2,H,0,2,A,D England,28,11,11,5,12,10,7,3,2,1,0,0,20200128,English Second
28/01/2020,2019,Luton,Derby,3,2,H,0,0,D,A Davies,8,15,5,4,7,18,10,3,1,4,0,1,20200128,English Second
28/01/2020,2019,Wigan,Sheffield Weds,2,1,H,0,1,A,D Webb,17,9,5,4,8,15,7,3,0,0,0,0,20200128,English Second
28/01/2020,2019,Reading,Bristol City,0,1,A,0,0,D,J Linington,16,11,5,3,9,10,10,3,1,3,0,0,20200128,English Second
31/01/2020,2019,Cardiff,Reading,1,1,D,0,1,A,S Hooper,18,8,4,2,17,13,8,5,3,2,0,0,20200131,English Second
31/01/2020,2019,Derby,Stoke,4,0,H,2,0,H,R Jones,10,7,5,1,15,16,1,7,2,2,0,0,20200131,English Second
01/02/2020,2019,Hull,Brentford,1,5,A,1,2,A,D Bond,9,15,1,11,7,9,2,5,0,1,0,0,20200201,English Second
01/02/2020,2019,Birmingham,Nott'm Forest,2,1,H,1,1,D,J Simpson,13,12,4,3,14,9,5,5,1,1,0,0,20200201,English Second
01/02/2020,2019,Charlton,Barnsley,2,1,H,2,0,H,J Brooks,8,16,4,6,9,15,6,6,1,4,0,0,20200201,English Second
01/02/2020,2019,Fulham,Huddersfield,3,2,H,3,2,H,G Ward,10,12,3,8,12,10,2,6,4,1,0,0,20200201,English Second
01/02/2020,2019,Leeds,Wigan,0,1,A,0,0,D,T Harrington,18,5,5,2,10,15,13,6,0,2,0,0,20200201,English Second
01/02/2020,2019,Middlesbrough,Blackburn,1,1,D,0,0,D,M Donohue,18,7,6,2,12,12,6,2,0,2,0,0,20200201,English Second
01/02/2020,2019,Preston,Swansea,1,1,D,1,1,D,G Eltringham,10,11,2,3,15,15,3,3,1,3,0,0,20200201,English Second
01/02/2020,2019,QPR,Bristol City,0,1,A,0,1,A,D Whitestone,18,11,1,5,11,12,10,5,0,0,0,0,20200201,English Second
01/02/2020,2019,Sheffield Weds,Millwall,0,0,D,0,0,D,D Coote,15,7,2,2,20,13,6,2,4,3,0,0,20200201,English Second
01/02/2020,2019,West Brom,Luton,2,0,H,1,0,H,S Martin,16,6,6,0,13,9,11,5,0,1,0,0,20200201,English Second
07/02/2020,2019,Bristol City,Birmingham,1,3,A,1,2,A,G Ward,13,9,2,3,8,13,6,4,0,0,0,0,20200207,English Second
08/02/2020,2019,Wigan,Preston,1,2,A,0,1,A,D England,12,15,4,4,13,10,11,8,1,3,0,0,20200208,English Second
08/02/2020,2019,Barnsley,Sheffield Weds,1,1,D,1,1,D,T Robinson,12,6,4,2,7,19,6,6,1,2,0,0,20200208,English Second
08/02/2020,2019,Blackburn,Fulham,0,1,A,0,0,D,T Harrington,4,11,1,4,8,14,4,6,0,1,0,0,20200208,English Second
08/02/2020,2019,Brentford,Middlesbrough,3,2,H,1,0,H,P Bankes,14,10,5,5,11,12,7,4,0,1,0,0,20200208,English Second
08/02/2020,2019,Huddersfield,QPR,2,0,H,0,0,D,D Webb,16,8,7,2,15,15,4,3,0,3,0,0,20200208,English Second
08/02/2020,2019,Luton,Cardiff,0,1,A,0,0,D,J Linington,10,15,2,2,9,14,4,7,0,1,0,0,20200208,English Second
08/02/2020,2019,Reading,Hull,1,1,D,0,0,D,A Davies,19,14,5,7,8,12,3,4,1,3,0,0,20200208,English Second
08/02/2020,2019,Stoke,Charlton,3,1,H,1,1,D,J Gillett,13,5,6,2,22,15,8,4,0,5,0,0,20200208,English Second
08/02/2020,2019,Swansea,Derby,2,3,A,0,1,A,M Donohue,16,8,7,4,7,16,3,2,1,4,0,0,20200208,English Second
08/02/2020,2019,Nott'm Forest,Leeds,2,0,H,1,0,H,O Langford,14,13,6,1,11,14,3,8,3,3,0,0,20200208,English Second
09/02/2020,2019,Millwall,West Brom,0,2,A,0,1,A,G Ward,7,29,3,6,11,14,4,9,2,2,0,0,20200209,English Second
11/02/2020,2019,Barnsley,Birmingham,0,1,A,0,0,D,D Whitestone,9,11,4,2,8,8,3,5,1,1,0,0,20200211,English Second
11/02/2020,2019,Blackburn,Hull,3,0,H,0,0,D,J Simpson,26,10,11,0,9,11,7,3,1,2,0,0,20200211,English Second
11/02/2020,2019,Brentford,Leeds,1,1,D,1,1,D,R Jones,7,13,2,6,8,8,3,10,0,0,0,0,20200211,English Second
11/02/2020,2019,Nott'm Forest,Charlton,0,1,A,0,1,A,D Bond,17,11,2,3,8,13,6,5,2,4,0,0,20200211,English Second
11/02/2020,2019,Swansea,QPR,0,0,D,0,0,D,A Woolmer,8,16,0,4,17,12,4,3,1,2,0,0,20200211,English Second
11/02/2020,2019,Wigan,Middlesbrough,2,2,D,1,0,H,O Langford,6,9,4,2,16,13,3,6,5,3,1,0,20200211,English Second
12/02/2020,2019,Bristol City,Derby,3,2,H,2,0,H,G Eltringham,16,11,5,4,11,11,9,6,0,1,0,0,20200212,English Second
12/02/2020,2019,Huddersfield,Cardiff,0,3,A,0,2,A,D England,19,11,4,6,9,10,5,6,1,2,0,0,20200212,English Second
12/02/2020,2019,Luton,Sheffield Weds,1,0,H,1,0,H,G Ward,10,14,4,2,14,16,5,3,3,1,0,0,20200212,English Second
12/02/2020,2019,Millwall,Fulham,1,1,D,1,1,D,A Madley,9,9,2,2,9,12,4,3,1,2,0,0,20200212,English Second
12/02/2020,2019,Reading,West Brom,1,2,A,1,1,D,M Donohue,11,26,1,7,13,15,8,4,2,2,0,0,20200212,English Second
12/02/2020,2019,Stoke,Preston,0,2,A,0,0,D,J Brooks,14,4,5,3,11,14,7,4,3,2,0,0,20200212,English Second
14/02/2020,2019,Hull,Swansea,4,4,D,1,1,D,D Webb,11,20,4,6,10,10,3,8,0,3,0,0,20200214,English Second
15/02/2020,2019,West Brom,Nott'm Forest,2,2,D,1,1,D,K Stroud,18,8,9,1,8,11,8,0,1,3,0,0,20200215,English Second
15/02/2020,2019,Birmingham,Brentford,1,1,D,1,1,D,S Martin,11,12,4,4,8,9,3,8,2,3,0,0,20200215,English Second
15/02/2020,2019,Cardiff,Wigan,2,2,D,1,2,A,J Jbrooks,15,11,5,4,18,12,9,8,3,3,0,0,20200215,English Second
15/02/2020,2019,Charlton,Blackburn,0,2,A,0,2,A,A Davies,9,14,7,5,15,12,4,4,0,3,0,0,20200215,English Second
15/02/2020,2019,Derby,Huddersfield,1,1,D,0,0,D,C Pawson,10,10,7,3,10,8,4,5,3,0,0,0,20200215,English Second
15/02/2020,2019,Fulham,Barnsley,0,3,A,0,1,A,J Linington,21,14,8,6,9,17,10,3,1,1,0,0,20200215,English Second
15/02/2020,2019,Leeds,Bristol City,1,0,H,1,0,H,T Robinson,21,3,6,1,13,14,12,0,2,2,0,0,20200215,English Second
